name,x,y
Letterhoutem,-33.0067070825,-8.9421424016
Leugnies,-10.9130998606,68.6526237308
Leupegem,-52.1365905184,1.4375846694
Leut,97.0910448133,-16.2058005666
Leuven,23.9457387681,-3.8568901935
Leuze,39.193346214,31.68326456
Leuze-En-Hainaut,-51.4959293064,27.4314278718
Leval-Chaudeville,-8.6109032076,67.5235715361
Leval-Trahegnies,-9.3752944913,47.5647592193
Liberchies,5.0997840286,36.6860883323
Libin,63.5107513427,95.3096791044
Libramont-Chevigny,72.3126839635,101.9862905401
Lichtaart,38.7322413081,-42.8878231145
Lichtervelde,-84.8553978483,-20.4614485485
Liedekerke,-18.6364779026,-2.7314079364
Lieferinge,-20.9336439576,6.075327102
Lier,15.2920774766,-31.7121648977
Lierde,-36.9567578191,3.5004975562
Lierneux,101.0607057607,61.9479798281
Liernu,33.6359808564,29.3025236698
Liers,85.0400475607,16.9932915423
Liezele,-4.9706369974,-23.1991793456
Ligne,-45.3384495858,24.8624633423
Ligney,58.2822481681,20.4965526874
Ligny,15.7204570944,36.9745292765
Lille,33.1544747569,-43.705806479
Lillo,-4.32791389,-51.1450147057
Lillois-Witterze,1.0777687671,21.9756997168
Limal,15.5894440473,17.034039167
Limbourg,111.4590849465,25.968491265
Limelette,14.2572390126,17.9042497334
Limerlé,111.3944097498,75.6431569227
Limont,67.2876849624,20.6862379733
Lincent,47.7183854645,14.9735189383
Linden,29.7477251375,-5.8208372754
Linkebeek,-1.2020743503,8.3216303442
Linkhout,55.1161427966,-13.2657744089
Linsmeau,45.6975725342,12.6862299237
Lint,9.8592492361,-31.2383042622
Linter,48.3607233574,1.9335455006
Lippelo,-7.0004318274,-22.1147300996
Lisogne,43.4893575535,62.4213004152
Lissewege,-80.8624471205,-52.5548101879
Lives-Sur-Meuse,41.1645285683,41.5295233315
Lixhe,93.2037186866,10.1555806998
Liège,85.7182521432,22.3337782184
Lo,-111.6215253812,-16.312700749
Lo-Reninge,-111.3718177543,-13.0452732083
Lobbes,-6.0486169249,55.3247253083
Lochristi,-36.8041559997,-28.1455438628
Lodelinsart,6.8228869839,45.8791550857
Loenhout,20.4265989789,-61.8056541309
Loker,-110.2918969071,6.9769002995
Lokeren,-25.2993189047,-28.7107462069
Loksbergen,50.0903304775,-9.5164713712
Lombardsijde,-112.0280184389,-34.2792979208
Lombise,-28.9000272417,27.240726293
Lommel,67.0741125769,-42.848326805
Lommersweiler,127.2349347473,67.0861892895
Lompret,1.9159140888,86.2164876301
Lomprez,51.9509916251,84.9011572064
Loncin,80.7586368826,20.1187774382
Londerzeel,-3.6921963458,-18.4443658801
Longchamps,38.2045846506,29.8350754814
Longchamps,93.8448287488,87.3827682528
Longlier,77.8236653841,108.9006227946
Longueville,27.1906202495,15.9897513547
Longvilly,104.1984938474,90.5060271503
Lontzen,116.163150043,18.4282150618
Lonzée,26.3568039082,32.4792826564
Loonbeek,17.8954715321,4.3899556357
Loppem,-81.1171424075,-34.4722094777
Lorcé,96.8549715527,47.7866355977
Lot,-5.5216163889,9.0392536987
Lotenhulle,-62.5855914111,-22.6230113722
Louette-Saint-Denis,42.4865776712,97.7129874267
Louette-Saint-Pierre,40.4117472049,97.5788102469
Loupoigne,5.6317084674,28.1079040481
Louvain-La-Neuve,18.4146356717,19.1207010481
Louveigné,95.8094420843,35.6268560049
Lovendegem,-52.2062471098,-27.7571169359
Lovenjoel,30.5196858437,-0.9110892266
Loverval,8.5402994325,52.1377926404
Loyers,41.3450962376,42.9875035796
Lubbeek,34.2644015084,-3.9524039864
Luingne,-78.3849103193,11.9804132712
Lummen,59.6979720729,-17.4280890081
Lustin,38.2311478914,51.6638361529
Luttre,2.608944675,36.7611460828
Léglise,83.2435978939,114.9766351014
Maarke-Kerkem,-49.3072685922,4.3696931679
Maarkedal,-49.7389317801,5.4698362006
Maaseik,101.0354545447,-27.649577657
Maasmechelen,94.3498811336,-13.0113850576
Mabompré,97.2972151335,82.4208864372
Machelen,-60.7467289628,-12.5305136108
Machelen,5.8700412234,-7.3241158
Macon,-9.9674526962,87.5380225401
Macquenoise,-12.026279266,95.8995442029
Maffe,67.417722761,54.519113608
Maffle,-38.2859231744,25.659790911
Magne,93.2733121325,27.0076702869
Maillen,43.3769093071,51.8567244745
Mainvault,-44.4302758154,21.8419644259
Maisières,-27.2882924301,39.4538425544
Maissin,58.1557114411,97.0372243903
Maizeret,43.9546562873,42.794981302
Mal,82.1379187802,8.6154875754
Maldegem,-65.688467008,-42.3718850931
Malderen,-7.571512921,-19.2916342721
Malempré,95.688560423,62.4008123749
Malle,25.4887696784,-50.6466414858
Malmedy,117.5141427206,46.7451078214
Malonne,31.2198134469,45.1743238169
Malvoisin,42.7495719976,91.9040110154
Malèves-Sainte-Marie-Wastines,30.0590854194,21.0796319125
Manage,-8.2347590172,37.9691319255
Manderfeld,139.50672403,56.9654718179
Manhay,92.8897518445,61.1547338093
Mannekensvere,-107.5828934905,-31.1231353621
Maransart,7.3176781371,21.1171380822
Marbais,13.0781932217,32.7966498741
Marbaix,1.3819480443,57.4365953929
Marche-En-Famenne,69.5431117887,68.7141018915
Marche-Les-Dames,42.7852422344,39.8626259281
Marche-Lez-Ecaussinnes,-11.8163412595,33.1924138802
Marchienne-Au-Pont,3.10883233,48.6477691988
Marchin,61.3662923497,40.5506999378
Marchipont,-48.0408067983,51.8200661202
Marchovelette,41.3566225899,35.8092917637
Marcinelle,6.4938985097,49.6368784867
Marcourt,82.4485038257,69.7603919378
Marcq,-23.4585199919,17.3281568753
Marenne,74.7141454689,66.7667925656
Mariakerke,-47.2592728909,-25.2370231749
Mariekerke,-10.570994268,-24.4947719837
Mariembourg,12.0412728332,82.9456864438
Marilles,42.1826720249,15.4520125085
Marke,-78.4460633059,4.3887676467
Markegem,-67.1670297284,-11.5239060816
Marneffe,55.6517997394,29.6356249197
Marquain,-72.2004602347,26.4540554705
Martelange,97.2399561244,111.6086236956
Martenslinde,82.9558674163,-0.6417970615
Martouzin-Neuville,45.7631457114,80.3767573398
Masbourg,67.4952655338,80.7336739683
Masnuy-Saint-Jean,-28.7198097551,34.9448973426
Masnuy-Saint-Pierre,-27.4932489519,34.2855456238
Massemen,-33.5459422749,-14.9536723187
Massenhoven,19.9256207682,-39.3151131364
Matagne-La-Grande,19.0803352037,80.4298039983
Matagne-La-Petite,20.7106698969,80.2687912873
Mater,-48.2746699636,0.4067092709
Maubray,-59.6143603171,32.68277623
Maulde,-56.3610719476,25.4500734174
Maurage,-17.8008233232,43.0283898158
Mazenzele,-12.6244713819,-10.714448343
Mazy,22.6491830873,36.9592260441
Mazée,24.1911069516,82.2074318057
Mechelen,8.3930439386,-20.2051656333
Mechelen-Aan-De-Maas,90.7893793923,-14.4484062489
Mechelen-Bovelingen,63.9336443111,11.517521316
Meeffe,46.6321692219,26.3346863692
Meensel-Kiezegem,39.6867259653,-5.391818437
Meer,27.0514163476,-68.7240129433
Meerbeek,17.2297805573,-3.5277597474
Meerbeke,-21.4587505508,2.9802373928
Meerdonk,-14.0703858993,-46.0234060996
Meerhout,50.9052867805,-31.7875550645
Meerle,31.8163146646,-70.2362168397
Meeswijk,97.8853460536,-17.2363701958
Meetkerke,-84.5248359535,-43.4159150377
Meeuwen,80.7716224073,-25.8075079667
Meeuwen-Gruitrode,84.36095894,-27.4928196516
Mehaigne,36.8024721175,27.9644786502
Meigem,-56.8534952163,-19.033970586
Meilegem,-45.7741681233,-6.5191583407
Meise,-1.6112506955,-9.743936301
Meix-Devant-Virton,79.277073177,136.1054618924
Meix-Le-Tige,95.9114152087,135.0658042704
Melden,-55.1584784003,3.4438970777
Meldert,-15.2783523674,-9.8185781918
Meldert,33.5204585157,6.328985141
Meldert,55.8145869928,-17.831200557
Melen,97.1985817368,22.2291079239
Melkwezer,49.5925917611,2.4015582954
Melle,-38.7863799641,-17.4166551407
Mellery,15.2542041607,29.3421583889
Melles,-61.0265129975,22.1578623183
Mellet,8.8757147052,37.857996815
Mellier,82.0365701236,118.5848452627
Melsbroek,8.7129745303,-7.8416521397
Melsele,-4.879918522,-41.7922572712
Melsen,-46.2235682032,-12.3904646383
Membach,115.3226753511,25.1830655779
Membre,38.4888029082,107.886516679
Membruggen,83.3142367499,3.1930796758
Mendonk,-37.1547613109,-33.4629252014
Menen,-86.7227720371,5.5052796226
Merbes-Le-Château,-13.1353612248,57.8106525871
Merbes-Sainte-Marie,-12.6707079792,54.3148101264
Merchtem,-8.3436430464,-12.5319059882
Merdorp,45.397427558,21.8735783163
Mere,-26.7084967266,-8.501918232
Merelbeke,-42.5029464089,-16.4425445255
Merendree,-54.738328836,-26.332732612
Merkem,-103.7046687397,-12.8522629936
Merksem,6.5701687947,-45.0199243303
Merksplas,35.8566635812,-57.1533367164
Merlemont,17.9329308937,74.3275129944
Meslin-L'evque,-35.3335164795,21.9531156682
Mesnil-Eglise,42.7943702789,75.3458915376
Mesnil-Saint-Blaise,37.4499809318,74.9508404406
Mespelare,-20.0967990188,-16.5854288383
Messancy,102.8032220856,137.0459775655
Messelbroek,40.2006291847,-15.9065865503
Messines,-101.8450915013,9.6479607161
Mesvin,-27.4352813091,46.2630837544
Mettekoven,65.8093767622,7.3567701058
Mettet,21.5254794185,58.051763895
Meulebeke,-74.7739389928,-11.3380186627
Meux,31.3609335518,32.5665866583
Meyerode,128.8728469101,57.2130186712
Michelbeke,-41.2455354816,1.3813060532
Micheroux,97.0928760351,23.8329655254
Middelburg,-66.271598464,-45.6801273987
Middelkerke,-108.4249522562,-37.5570164033
Mielen-Boven-Aalst,60.508001806,9.9050986407
Mignault,-14.0032340826,35.1480407213
Millen,84.7978491788,6.8943866707
Milmort,87.0860696099,17.3164062198
Minderhout,31.9504042169,-65.4180782666
Mirwart,64.1021237359,87.0055734101
Miécret,62.9851205148,53.1616909682
Modave,66.6604458794,44.8039537347
Moen,-67.9987165333,7.8993866812
Moerbeke-Waas,-28.5595813528,-36.544459679
Moere,-97.8855817171,-31.8116492918
Moerkerke,-69.8737581455,-44.1557986061
Moerzeke,-13.5483305584,-23.9768844507
Moha,58.6685377484,33.1629776043
Mohiville,58.9801120747,58.4410833483
Moignelée,16.6188994292,45.2201831005
Moircy,78.3271812264,94.3780012764
Mol,53.5916330802,-37.6381837695
Molenbaix,-64.7059989542,17.0349695249
Molenbeek-Saint-Jean,-2.0290148396,-0.8665720621
Molenbeek-Wersbeek,42.267139763,-8.3021990308
Molenbeersel,96.4288681131,-35.8896098483
Molenstede,47.2223368512,-17.8798166828
Mollem,-8.9606665777,-9.5977840375
Momalle,71.6571907413,17.8956785777
Momignies,-13.0991226778,90.1041990624
Monceau-En-Ardenne,44.5028090388,103.6279245287
Monceau-Imbrechies,-8.9511666759,89.2500168968
Monceau-Sur-Sambre,2.1543167197,47.5130296493
Mons,-28.0463902043,43.333770102
Mons-Lez-Liège,77.7646733796,24.8429662493
Monstreux,-4.6078989972,28.0815888728
Mont,100.9807845044,34.5982935962
Mont-De-L'enclus,-58.9809750643,11.2006985335
Mont-Gauthier,53.9633009505,70.3373530105
Mont-Saint-André,35.9146873534,21.2394933007
Mont-Saint-Aubert,-66.7715329878,21.1943408419
Mont-Saint-Guibert,18.3125621234,23.2824972989
Mont-Sainte-Aldegonde,-8.2527274429,46.1505778936
Mont-Sainte-Geneviève,-7.9954793643,51.9591178595
Mont-Sur-Marchienne,3.7143282848,50.4644943736
Montbliart,-8.9338367222,78.5347159729
Montegnée,81.9011579344,22.6179153558
Montenaken,55.2121737474,14.2235369705
Montignies-Lez-Lens,-28.6482728286,31.2696303283
Montignies-Saint-Christophe,-11.4503635076,62.4054787362
Montignies-Sur-Roc,-43.386254853,52.9066261879
Montignies-Sur-Sambre,8.50546316,48.1841308747
Montigny-Le-Tilleul,0.5987941497,52.7895725301
Montleban,103.6421882998,72.7130495381
Montroeul-Au-Bois,-54.7498843977,22.5804089483
Montroeul-Sur-Haine,-45.4669929391,45.4222543712
Montzen,112.9839384556,15.4278268558
Moorsel,-17.5981351318,-11.7691676353
Moorsele,-83.9671477343,0.4407373076
Moorslede,-89.7010615957,-4.8369493659
Moortsele,-40.1111110964,-12.5223375784
Mopertingen,85.9039703115,-1.7490846278
Moregem,-55.3814454448,-0.4219993199
Moresnet,114.8084317762,13.9473020121
Morhet,86.3501429506,97.8560383578
Morialmé,14.8548785261,62.8368740812
Morkhoven,32.9116940325,-30.5127450675
Morlanwelz,-6.9699249761,43.7715156636
Morlanwelz-Mariemont,-7.5625953618,43.3882299659
Mormont,95.9261211128,77.2910297413
Mornimont,24.7416592352,43.2724883001
Mortier,97.6353106036,18.2335308715
Mortroux,98.204596076,14.7931541905
Mortsel,7.5519658558,-36.5342871622
Morville,27.5254531979,67.7359256178
Mouland,95.6409971577,10.1433701876
Moulbaix,-44.6240275048,27.3045293991
Mourcourt,-63.6039472032,21.4593071321
Mouscron,-79.8291830516,11.4574934542
Moustier,-51.3419875825,21.1597790257
Moustier-Sur-Sambre,24.2071529452,42.1107086843
Mouzaive,42.8208914227,109.2008140632
Moxhe,51.1950618491,24.0081389885
Mozet,44.4105252811,44.8010342943
Muizen,11.6891571615,-18.0065664238
Muizen,57.9844220367,9.4468354649
Mullem,-52.4621550988,-5.5432583132
Munkzwalm,-43.4272643994,-3.4599969214
Muno,57.8312063031,123.9563337511
Munsterbilzen,82.4630202931,-4.644439496
Munte,-42.5987943839,-10.9779228897
Musson,95.0119274637,141.2471307151
Mussy-La-Ville,91.9121389841,139.8046132498
My,85.6609159562,48.8074140039
Méan,68.9100001668,53.575780339
Mélin,33.4618113132,11.8170847867
Mévergnies-Lez-Lens,-35.1502609889,26.8316360523
Naast,-17.5776808743,32.4423221224
Nadrin,93.2482854341,75.6072783179
Nafraiture,39.6777850748,102.9740366172
Nalinnes,6.6650300489,57.6408537007
Namur,34.9137283083,43.1963451259
Namêche,45.1164367411,41.5381162792
Nandrin,74.8867363726,37.6666804614
Naninne,40.691948695,47.7782346145
Naomé,51.7606217324,101.6697000485
Nassogne,69.7302051274,79.0866434079
Natoye,49.4303814255,55.8374315236
Nazareth,-52.9984505136,-12.5991749702
Neder-Over-Heembeek,2.7217056091,-5.6968329249
Nederboelare,-33.6688289678,7.2645530454
Nederbrakel,-41.389841086,4.5915656547
Nederename,-50.475082957,-2.3652285826
Nederhasselt,-26.428116317,0.0220685913
Nederokkerzeel,14.931305727,-8.0575802165
Nederzwalm-Hermelgem,-46.5668900245,-4.4692254183
Neerglabbeek,88.8579534636,-27.8799251512
Neerharen,93.2649698997,-6.8073766606
Neerhespen,49.5508021426,6.5013094835
Neerheylissem,44.7153781112,9.9678838775
Neerijse,19.4581080282,3.9328539718
Neerlanden,51.0560407111,7.1573315219
Neerlinter,47.477800803,0.3561640296
Neeroeteren,94.7897025038,-27.6419586075
Neerpelt,75.7567982771,-42.6700537528
Neerrepen,76.7037504501,3.8239757052
Neervelp,32.4128338838,3.3180345882
Neerwinden,48.3625388981,9.0294421468
Neigem,-20.4194144151,4.8373196573
Nerem,81.2829135885,9.2665448372
Nessonvaux,97.2044753243,30.2351799582
Nethen,22.5891551415,6.965780928
Nettinne,63.8193157296,61.3663913343
Neu-Moresnet,117.336640494,14.0452351448
Neufchâteau,75.9302942675,110.5377493909
Neufchâteau,99.9629198446,14.0903832818
Neufmaison,-39.2797153357,35.0059791569
Neufvilles,-24.4715224421,30.8276846446
Neupré,79.872907858,33.6031573328
Neuville,96.2991992344,50.8342426871
Neuville-En-Condroz,77.1593247645,32.6250351295
Nevele,-56.3111378258,-20.7634030037
Niel,-1.4984726888,-29.342000108
Niel-Bij-As,88.7173657848,-19.1138380407
Niel-Bij-Sint-Truiden,55.4445522139,11.776107733
Nieuwenhove,-25.4338821367,6.5577933762
Nieuwenrode,-0.0328146533,-14.8477140212
Nieuwerkerken,-24.2478671271,-8.4194040181
Nieuwerkerken,58.8851606799,-3.1143413486
Nieuwkapelle,-108.5693952336,-16.7940018724
Nieuwkerke,-107.102187235,11.1909853156
Nieuwkerken-Waas,-12.1849290288,-38.6847152333
Nieuwmunster,-87.8623061689,-47.9193594375
Nieuwpoort,-113.8934628746,-33.1760076352
Nieuwrode,33.8255115608,-11.1762865031
Nijlen,22.3994726058,-35.0807746459
Nil-Saint-Vincent-Saint-Martin,22.6363925992,22.8231779314
Nimy,-27.8617665594,41.0214008421
Ninove,-22.9751475898,1.2439841104
Nismes,13.8162740512,85.089183273
Nivelles,-1.38834849,28.5234086591
Niverlée,24.625983548,80.3612962386
Nives,87.7757947528,102.8118620885
Nobressart,95.9118712601,121.5408237091
Nodebais,26.8154021943,8.2198503305
Noduwez,42.9608360613,13.0112309472
Noirchain,-29.5949373384,49.180504965
Noirfontaine,74.4103310328,25.3823109433
Noiseux,71.7081351924,60.6385183833
Nokere,-58.9954845155,-4.3137910009
Nollevaux,54.0511715338,107.2857165305
Noorderwijk,34.2691556239,-32.88483412
Noordschote,-107.3450412025,-11.3373393392
Nossegem,10.9736911985,-4.2732593738
Nothomb,100.6428644387,118.0851585782
Nouvelles,-26.8564117407,48.2768089909
Noville,72.3381316324,20.7054960993
Noville,98.9273323252,86.112237808
Noville-Les-Bois,44.272839851,32.2333637287
Noville-Sur-Méhaigne,37.8330079905,26.4179144618
Nukerke,-53.0584458312,5.5527110453
Néchin,-75.9626949665,19.9205479026
Obaix,-0.8114049845,34.5720719257
Obigies,-69.2788405184,20.4616873847
Obourg,-24.2390484795,41.0111367898
Ochamps,65.0042214983,101.4691131213
Ocquier,73.2318170002,49.7693186179
Odeigne,93.3750536949,65.1721499642
Odeur,74.6613908445,15.4121609629
Oedelem,-70.6939140122,-35.6208679512
Oekene,-83.4167783474,-6.415820224
Oelegem,17.2260582176,-40.6642317043
Oeren,-115.5231134558,-19.7031732951
Oeselgem,-64.6902934283,-10.4036711784
Oetingen,-20.3633692044,8.2702968109
Oeudeghien,-44.8965006844,18.6891814198
Oevel,38.8424672719,-32.4599436154
Offagne,57.7652963495,105.7056609906
Ogy,-40.0954790572,13.9510034903
Ohain,6.9359397608,16.8013004721
Ohey,54.1751824376,45.4326529425
Oignies-En-Thiérache,20.2067120355,90.6403852705
Oisquercq,-9.4654944449,19.5741926056
Oizy,46.1124389978,104.8436558585
Okegem,-20.7384539523,-1.0930017482
Olen,35.6441857191,-33.1425743798
Oleye,65.1913288693,14.8699855964
Ollignies,-34.5069338152,17.6539085779
Olloy-Sur-Viroin,17.9278020693,85.2908126633
Olmen,57.0502390435,-32.004669913
Olne,97.9667056259,28.4176527238
Olsene,-62.2008594218,-9.9257751591
Omal,59.3039226113,21.192326679
Ombret,69.1425723558,33.4810704775
Omezée,24.4080190367,72.085477264
On,65.5718230886,74.4666354587
Onhaye,34.3208157249,66.5769334257
Onkerzele,-31.409140189,7.5273016035
Onnezies,-44.5784644604,53.4010262902
Onoz,22.310638582,39.212851665
Onze-Lieve-Vrouw-Lombeek,-16.8205583485,2.7238166684
Onze-Lieve-Vrouw-Waver,16.0154311492,-24.0505709594
Ooigem,-71.6492263832,-5.3837649051
Ooike,-56.1502148221,-2.7369558021
Oombergen,-36.0335694329,-5.8126996422
Oorbeek,39.4353438132,6.0416467924
Oordegem,-31.5452166553,-12.3320980949
Oostakker,-41.2048907763,-28.2618754061
Oostduinkerke,-115.7969971216,-31.0692577239
Oosteeklo,-46.5782148315,-38.6403251008
Oostende,-100.4273976858,-42.8205395118
Oosterzele,-38.4785101786,-11.0217530996
Oostham,58.3857089967,-29.2190900759
Oostkamp,-77.31708163,-33.9574479367
Oostkerke,-108.8903131484,-21.9346662832
Oostkerke,-74.5980554831,-47.8486903459
Oostmalle,26.7642402418,-50.8495872461
Oostnieuwkerke,-90.3359547976,-10.5714031263
Oostrozebeke,-70.5038902268,-9.7642930736
Oostvleteren,-112.432428642,-8.5162263204
Oostwinkel,-57.980229873,-33.9261404042
Opbrakel,-42.4740748463,6.0410085904
Opdorp,-9.1433977741,-20.2690817805
Opglabbeek,86.317552815,-21.8744790174
Opgrimbie,93.2683727448,-10.7948444628
Ophain-Bois-Seigneur-Isaac,-0.0636201971,21.0983960982
Ophasselt,-31.8998843322,2.743863443
Opheers,66.1438799504,12.1941893228
Opheylissem,43.948173341,10.9579069904
Ophoven,100.7842730656,-31.8449173993
Opitter,90.9365454639,-30.297822228
Oplinter,45.1401238648,2.0069241685
Opoeteren,91.002200954,-23.0357365073
Opont,53.9142719154,100.3366548287
Opprebais,31.1572572252,18.2738922872
Oppuurs,-7.907794548,-24.0187484848
Opvelp,30.8422519614,4.3574412756
Opwijk,-11.3683444147,-13.6297506137
Orbais,28.8652691078,23.1647811488
Orchimont,40.3969150097,104.8231260546
Orcq,-70.3308879857,26.7779092705
Ordingen,62.1979219047,3.6419016636
Oret,18.5303512303,60.3373563496
Oreye,70.2579127433,13.0280346763
Orgeo,66.6946006222,111.2849541965
Ormeignies,-42.1015018893,27.9089841068
Orp-Jauche,44.7133995496,16.2490013772
Orp-Le-Grand,44.8746312651,15.8737531906
Orroir,-61.0431132689,10.9850408617
Orsmaal-Gussenhoven,50.220374734,4.569838469
Ortho,88.5518188557,79.5782570745
Ostiches,-41.6249913069,18.6023195766
Otegem,-65.0502660939,4.1410992898
Oteppe,54.3977355279,29.2754521102
Othée,78.3283669601,14.4953802026
Otrange,72.4603253468,12.1511199712
Ottenburg,19.2317202531,10.2642873722
Ottergem,-28.4020962752,-9.7423554119
Ottignies,15.2498821965,19.9855035553
Ottignies-Louvain-La-Neuve,16.0527831724,19.2863684941
Oud-Heverlee,22.1851542813,2.7538590357
Oud-Turnhout,44.202720192,-52.635428255
Oudegem,-21.0716495226,-17.9909664596
Oudekapelle,-108.5834090371,-19.3860056103
Oudenaarde,-52.404868025,0.2552276304
Oudenaken,-10.9310472378,7.3365525114
Oudenburg,-94.4088203752,-39.5571848159
Ouffet,78.1342574458,45.2313421686
Ougrée,83.3028635292,27.407085836
Oupeye,90.7451174471,15.2421043232
Outer,-24.8401458436,-0.0031836187
Outgaarden,39.8280294593,8.8776907402
Outrelouxhe,69.010892772,37.9008813822
Outrijve,-64.967247592,9.7550420644
Ouwegem,-52.8930114266,-7.2906100369
Overboelare,-34.321819038,9.355027122
Overhespen,47.5939667988,5.5214638544
Overijse,13.1080121723,8.175605246
Overmere,-27.6987973263,-22.7377286543
Overpelt,75.1628158665,-40.6952665522
Overrepen,75.6630411225,4.4261725181
Overwinden,48.6295008157,10.4494949203
Paal,56.8293074568,-22.3731890775
Paifve,82.2633539677,13.155945185
Pailhe,63.5828144823,46.8573916217
Paliseul,54.951185492,103.7500626129
Pamel,-18.9177508605,1.3152340005
Papignies,-37.3656956143,17.7937095318
Parike,-38.7560209723,6.845036557
Passendale,-94.4555566851,-5.8475919899
Patignies,42.1267390729,93.2325513897
Paturages,-34.293291268,47.8836588165
Paulatem,-44.6821495035,-5.5393760399
Pecq,-70.9298729295,17.853210175
Peer,76.9997361677,-29.2162907316
Peissant,-16.1958450887,54.7536145473
Pellaines,45.8756430711,13.732977491
Pellenberg,30.7106190565,-2.8405819074
Pepingen,-12.1456111428,10.5886970462
Pepinster,101.8757889132,30.9144861359
Perk,10.1294772395,-9.6325850021
Pervijze,-109.4681710533,-26.0649622765
Perwez,32.3989378869,24.733226001
Pesche,7.4922161043,88.5208542891
Pessoux,57.4679718758,62.2986235063
Petegem-Aan-De-Leie,-57.4763912866,-13.6322128601
Petegem-Aan-De-Schelde,-55.6792049214,1.4965399195
Petigny,12.6803131236,86.8539316224
Petit-Enghien,-18.7404225442,17.3752256815
Petit-Fays,43.2089210145,103.9629477802
Petit-Hallet,46.7795580229,17.6379946852
Petit-Rechain,104.0134983452,25.7442239754
Petit-Roeulx-Lez-Braine,-18.3977384952,24.6625787306
Petit-Roeulx-Lez-Nivelles,-2.3152212371,31.8814383828
Petit-Thier,113.3519017852,59.5639695193
Petite-Chapelle,10.7931232577,98.7081341589
Peutie,7.2618189298,-8.966007962
Philippeville,13.5556932892,71.8378774516
Pipaix,-54.4321919663,29.2193638105
Piringen,74.9432236024,6.5702564846
Pironchamps,12.2333336243,46.238192799
Pittem,-76.4359006885,-17.0749051085
Piéton,-3.7375798907,44.8170967045
Piétrain,39.7010787778,13.4344001221
Piètrebais,27.4803602373,12.8126967574
Plainevaux,82.0755098982,33.4373269593
Plancenoit,4.8773238191,20.4071697577
Ploegsteert,-103.234822128,13.354754424
Plombières,112.7762877223,12.1066312284
Poederlee,33.9762373086,-42.4172820718
Poeke,-63.5758684685,-21.7042935093
Poelkapelle,-97.4151299396,-9.0375051198
Poesele,-58.9335259606,-20.6910463467
Pollare,-24.8900162684,3.2984897597
Polleur,106.8024951519,33.6327567262
Pollinkhove,-114.4926522489,-14.0312236646
Pommeroeul,-44.9709914208,42.6532052419
Pondrôme,46.1064471838,82.346509177
Pont-De-Loup,13.6318819401,47.4741165185
Pont-à-Celles,0.7437352341,37.8907104634
Pontillas,46.6837381126,32.8430764792
Poperinge,-114.3242129512,0.3261133223
Poppel,48.9104594524,-67.5649989724
Popuelles,-58.405262775,20.4511613378
Porcheresse,51.5676067415,95.5437565056
Porcheresse,62.3850831447,56.159035943
Pottes,-66.4196437164,12.7788218168
Poucet,53.3745876878,18.7212684485
Poulseur,86.3752748917,37.2907345273
Poupehan,45.7371507808,113.7589929945
Pousset,66.7766267312,16.7430283278
Presgaux,4.8355341951,90.5237845048
Presles,15.9242419149,51.0362506539
Profondeville,36.3254984675,51.8462176796
Proven,-119.0932593318,-4.8678755141
Pry,5.6819375554,63.2573657325
Pulderbos,24.6750623937,-42.306748073
Pulle,24.2652698653,-39.5546933871
Purnode,41.6655798827,58.8121130548
Pussemange,36.3500200012,113.8111272084
Putte,19.5997076029,-23.4467532421
Puurs,-4.5958849385,-25.1120445335
Péronnes-Lez-Antoing,-62.9976303559,32.6439951293
Péronnes-Lez-Binche,-14.4428115166,45.376484989
Péruwelz,-53.3798077225,37.2877557119
Quaregnon,-34.2389299394,44.7415214216
Quartes,-58.9141389755,21.7800418071
Quenast,-13.2602112622,19.3710490456
Queue-Du-Bois,93.0966588631,23.2173947673
Quevaucamps,-46.3575490926,35.0297428133
Quiévrain,-46.9922884672,48.4527365472
Quévy,-28.6115221008,53.048002846
Quévy-Le-Grand,-28.2374617146,53.6814064207
Quévy-Le-Petit,-29.0593856382,52.9079351467
Rachecourt,96.3403210397,137.7596045375
Racour,47.5215677064,11.9573200972
Raeren,123.4245900994,18.903522999
Ragnies,-4.7660600242,59.4814007867
Rahier,100.1153322272,50.9232974953
Ramegnies,-50.2756341331,33.4686938152
Ramegnies-Chin,-71.3096023857,21.6525094292
Ramelot,68.5431804738,42.2875608292
Ramillies,39.5152693993,23.268514428
Ramsdonk,-0.9963389783,-18.3606726197
Ramsel,33.8118483141,-20.7003230707
Ramskapelle,-110.1940928532,-28.9831347032
Ramskapelle,-77.2618872195,-52.0588429149
Rance,-5.5085327753,77.5970743639
Ransart,9.1123337124,43.2015576545
Ransberg,48.0164338273,-3.2532334865
Ranst,14.8784571841,-38.9962293952
Ravels,46.8761421316,-59.7160383452
Rebaix,-39.8522913945,20.6672232708
Rebecq,-15.1654916363,20.1811626097
Rebecq-Rognon,-15.2019090734,19.1883071564
Recht,118.6738814674,56.5441107036
Recogne,70.8000386,102.9048420375
Redu,56.7247834748,92.3802758359
Reet,3.8022731434,-28.7408600371
Rekem,91.9759213201,-9.1033038592
Rekkem,-83.198751672,8.0145645979
Relegem,-5.0986833839,-6.1623790928
Remagne,80.189905688,95.8002651576
Remersdaal,107.3601581793,13.1152059191
Remicourt,68.409143455,18.3959047676
Renaix,-52.5967955087,10.9824683062
Rendeux,80.8703554468,67.7308472092
Reninge,-110.4752918598,-10.6482672386
Reningelst,-111.4234708391,3.2778676647
Renlies,-5.9394592649,72.4582796337
