name,x,y
Faulx-Les-Tombes,46.8292395623,46.381413291
Fauroeulx,-16.9879923631,52.650591926
Fauvillers,92.1458197288,109.476461289
Faymonville,125.520090219,48.7915950533
Fays-Les-Veneurs,56.7620814643,107.8140232836
Fayt-Le-Franc,-40.6386854049,54.1510998551
Fayt-Lez-Manage,-8.661181122,39.4900806559
Felenne,34.892760328,85.7946226674
Feluy,-7.6198751563,31.4621041135
Feneur,95.5737477253,15.7968369258
Fernelmont,43.7091743352,33.0574097561
Ferrières,87.9436216733,49.3914706839
Feschaux,39.2119320631,76.7300547683
Fexhe-Le-Haut-Clocher,73.4469189119,20.0159664584
Fexhe-Slins,85.5807912308,13.8316017818
Filot,85.3414694809,46.4410836641
Finnevaux,41.6456679764,75.9375580923
Fize-Fontaine,65.3775171214,28.9851919429
Fize-Le-Marsal,72.5894229779,16.1102112276
Flamierge,87.8550635048,89.588645885
Flavion,25.3783561229,65.9128329805
Flawinne,32.301055221,43.1524682118
Fleurus,13.5382393312,41.4609115261
Flobecq,-43.0671311217,12.1412865839
Floreffe,28.5685339929,45.5538432378
Florennes,17.6331718071,65.7148778875
Florenville,67.2398556933,125.9484050553
Floriffoux,29.3092176192,43.7056330362
Flore,50.4280815966,52.3491558752
Flostoy,58.4313348836,50.6657573522
Flémalle,77.6262793158,27.0735213014
Flémalle-Grande,78.6678095359,25.6041169712
Flémalle-Haute,76.8812456606,27.1218726823
Flêne,69.0234938234,31.9398006733
Flénu,-32.5451549865,45.338965913
Fléron,93.4221252171,25.4643600404
Focant,48.3525495128,78.8621952645
Folx-Les-Caves,41.072790222,20.5704995601
Fontaine-L'evêque,-1.9458105376,48.1507649164
Fontaine-Valmont,-9.6799929655,58.095312415
Fontenelle,2.1776244551,65.9793686118
Fontenoille,61.9368337176,124.2383603185
Fontenoy,-61.6247542266,30.8741343374
Fooz,76.1899488943,18.8904140824
Forchies-La-Marche,-2.2366094434,45.1602564036
Forest,-57.138478237,19.1820132325
Forest,-2.3816969387,4.1558943269
Forge-Philippe,-6.990138578,97.0023863006
Forges,-2.1464515869,90.7652174034
Forrières,65.427724874,78.748331245
Forville,45.5327695854,30.1279065862
Forêt,94.6158222537,29.0942789787
Fosse,104.268676652,56.1131957441
Fosses-La-Ville,24.2897543806,49.8320539813
Fouleng,-29.707673248,25.3041640566
Fourbechies,-2.4577873632,75.0066584959
Fouron-Le-Comte,99.6471772123,9.483261087
Fouron-Saint-Martin,104.6278226123,11.7298806603
Fouron-Saint-Pierre,103.3163930524,13.1239623112
Fourons,104.3554886492,11.0966131403
Foy-Notre-Dame,44.7643019037,66.1808685374
Fraipont,96.1973664617,31.0440891806
Fraire,10.9779924687,64.6216722153
Fraiture,74.9306576319,40.7174175721
Frameries,-32.3537887968,48.4224285496
Framont,56.7255131571,102.1118774833
Franc-Waret,43.7993111432,36.0415346828
Franchimont,20.1855512498,72.4451731515
Francorchamps,112.3385134454,43.5321238093
Franière,26.6679291992,45.1018822916
Frasnes,11.1453563216,84.5330443212
Frasnes-Lez-Anvaing,-56.5624153479,17.9693445238
Frasnes-Lez-Buissenal,-51.3758686945,19.8307510213
Frasnes-Lez-Gosselies,6.9078107734,34.2133720455
Freloux,74.0191932752,18.4380254814
Freux,77.0399726013,96.4119578689
Froidchapelle,-1.7388959783,76.7049033751
Froidfontaine,45.5305594901,86.6330946054
Froidmont,-71.769688101,29.7657459541
Fronville,75.1033467621,61.0047354428
Froyennes,-69.79079682,25.16429954
Fumal,58.4384282371,28.7749233228
Furfooz,42.5731151811,68.795954675
Furnaux,24.8253411617,59.5029439254
Gaasbeek,-11.428964172,5.1828720991
Gages,-32.3178589616,26.5737313832
Gallaix,-54.5060091498,26.6544682289
Galmaarden,-26.7104893205,10.4169186996
Ganshoren,-2.3985989058,-2.7434487025
Gaurain-Ramecroix,-60.9181201005,28.1558147876
Gavere,-48.4311026149,-9.1952186731
Gedinne,41.1989550917,95.4929464269
Geel,44.8068199278,-35.0689044834
Geer,57.4874487793,19.7495981905
Geetbets,52.6131784851,-5.4071524407
Gelbresse,42.5272663997,37.1123115097
Gelinden,63.0920837286,9.5817332155
Gellik,88.2238126461,-4.1562927365
Gelrode,31.7535300031,-13.4095124276
Geluveld,-95.1000642443,1.3890602296
Geluwe,-90.0032256227,2.1795476665
Gembes,49.9226152575,93.5361823897
Gembloux,24.3458699658,31.5026943422
Gemmenich,115.4207264052,11.1186789301
Genappe,6.7529978185,26.4406283799
Genk,80.5771705167,-13.2324084191
Genly,-30.5078189626,50.2353913347
Genoelselderen,83.1560149738,4.9747796167
Gent,-44.7310732918,-21.5082484444
Gentbrugge,-41.5929905299,-22.0673909706
Gentinnes,16.9107443383,29.6025941878
Genval,10.2044615226,13.9615925849
Geraardsbergen,-33.1098939772,8.6216889286
Gerdingen,85.1186552848,-31.6427460957
Gerin,32.562997121,66.3876379002
Gerpinnes,12.347072847,56.2265093454
Gestel,21.9560214208,-31.3228603506
Gesves,50.9318570375,49.0723220106
Ghislenghien,-33.3885063105,21.0558708559
Ghlin,-31.4290287873,41.0087885129
Ghoy,-38.0458085966,13.1195231547
Gibecq,-32.5464599951,23.1596812723
Gierle,36.2022523268,-46.9972942564
Gijverinkhove,-117.7975050048,-14.4233008009
Gijzegem,-21.7731944528,-15.2058056251
Gijzelbrechtegem,-59.3313628741,2.0708380749
Gijzenzele,-37.5540448484,-13.8534855758
Gilly,9.3983084901,46.4169094258
Gimnée,25.4291742828,78.8463466095
Gingelom,54.7880487125,10.5650099374
Gistel,-97.1470833713,-34.7520338188
Gits,-87.0965909891,-16.8103340105
Givry,-22.616887631,51.6408193427
Glabais,6.6507517095,23.2434967214
Glabbeek,42.0692625624,-2.8858387199
Glain,83.5042067206,21.9944330055
Glimes,34.1480634492,18.4756614455
Glons,83.362423844,10.5079763478
Gochenée,28.6277154341,73.0872206932
Godarville,-4.5680284678,38.8585024681
Godinne,36.7851070829,54.8289899686
Godveerdegem,-37.2741064579,-1.4286578059
Goeferdinge,-35.9540901956,9.0099742868
Goegnies-Chaussée,-28.5905016387,55.7354439928
Goesnes,61.0468669229,44.9706014945
Goetsenhoven,42.7027685582,8.3450226018
Gomzé-Andoumont,93.4470604475,33.3947147663
Gondregnies,-30.8592662149,24.3328529713
Gonrieux,5.0479910086,89.1462643155
Gontrode,-38.8734507034,-15.323250625
Gooik,-17.4501361016,5.3958404776
Gors-Opleeuw,72.4942330653,1.744084665
Gorsem,57.1258332578,0.9453316006
Gosselies,5.506203405,42.1845144598
Gotem,66.9222476895,5.0533939301
Gottem,-62.2815243927,-13.1434966266
Gottignies,-20.3112390196,38.6779271973
Gougnies,15.8190554102,54.3984282776
Gourdinne,7.3599682103,61.484708471
Goutroux,0.6663693277,47.5320291498
Gouvy,112.4856777287,72.3637609981
Gouy-Lez-Piéton,-1.6125837689,39.7393954921
Gozée,-0.0096472415,56.7309053193
Goé,112.5760671191,26.3726963887
Graide,50.2197152135,98.5288064148
Grammene,-61.9783694772,-14.4529749409
Grand-Axhe,61.229343618,18.5859546206
Grand-Hallet,47.875863526,16.9112747645
Grand-Halleux,109.1404493941,57.4950514945
Grand-Leez,28.7145643112,29.7339976941
Grand-Manil,23.2468349577,32.0851044173
Grand-Rechain,102.3709414742,26.5201235481
Grand-Reng,-19.7228976142,57.2215143878
Grand-Rosière-Hottomont,36.1869921449,23.8303882624
Grandglise,-45.9575499051,37.877792706
Grandhan,74.1589274285,57.0879442957
Grandmenil,91.9713625224,61.2295446815
Grandmetz,-50.4761704642,24.8872244345
Grandrieu,-12.6455269249,71.2976369451
Grandville,69.1968986035,13.816983916
Grandvoir,71.5719301754,108.750308515
Grapfontaine,74.0840437863,112.6776270711
Graty,-24.9051922562,23.8787476801
Graux,25.8631528087,57.5695960872
Grazen,54.6020381451,-3.2073230048
Grembergen,-17.4810425629,-23.0300049957
Grez-Doiceau,24.1732086877,11.9804576171
Grimbergen,3.4853738216,-11.5414689261
Grimminge,-28.0054438035,5.7779294578
Grivegnee,87.5531715009,24.9103818655
Grobbendonk,26.6746177332,-38.1599564976
Groot-Bijgaarden,-6.1833669812,-2.7652511211
Groot-Gelmen,63.8766712565,7.0348493732
Groot-Loon,71.1649808253,5.8486342568
Gros-Fays,44.2997468845,107.4528258282
Grosage,-41.717850391,33.4629967868
Grote-Brogel,81.1780524722,-32.9347998555
Grote-Spouwen,84.3450462537,1.5591603922
Grotenberge,-36.3647820347,-2.8619010911
Gruitrode,86.2768193371,-26.5390745043
Grune,72.3506765544,76.2852832282
Grupont,65.1178765269,83.1411755848
Grâce-Berleur,80.6507281018,23.7503818612
Grâce-Hollogne,80.7881048201,22.3540370985
Guignies,-69.1370646579,33.1655612901
Guigoven,73.5902963982,0.4450151021
Guirsch,105.3607864821,123.7741858314
Gullegem,-80.6215767465,0.1803296409
Gérompont,37.118249133,22.1552510305
Gérouville,75.5707503486,134.7155458361
Haacht,20.1353996266,-14.5072869695
Haaltert,-24.2707265124,-6.1926845701
Haasdonk,-7.9500917244,-37.2583093298
Haasrode,26.4280878638,3.1882877526
Habay,87.1096392253,122.0133855743
Habay-La-Neuve,91.1188761378,122.7704307949
Habay-La-Vieille,89.1625208128,123.3959903972
Habergy,98.8672949105,135.0503623744
Haccourt,92.267648602,12.4948222929
Hachy,93.2311729818,125.7062281906
Hacquegnies,-53.1718412613,21.5475487651
Haillot,55.9533058537,44.9160590082
Haine-Saint-Paul,-11.4635609339,43.335401041
Haine-Saint-Pierre,-10.6420579807,43.3559309934
Hainin,-41.0849843352,45.9564321164
Hakendover,44.690110143,5.4848661059
Halanzy,97.563408836,141.1436193098
Halen,53.0208422483,-10.219494086
Hallaar,25.7784866447,-26.8496555588
Halle,-8.0168295867,12.2649065386
Halle,20.6177009709,-44.2243100551
Halle-Booienhoven,53.9459133494,3.757951424
Halleux,80.7099726886,74.453862637
Halma,55.1277475511,84.992323196
Halmaal,56.0041764174,5.1095439029
Haltinne,50.7070798196,43.7855647865
Ham,57.9826556681,-29.8232922489
Ham-Sur-Heure,2.6117292721,57.9660174133
Ham-Sur-Sambre,22.5776672093,44.4870692386
Hamipré,77.5111438741,111.1050760204
Hamme,-16.236568302,-26.9171836633
Hamme-Mille,25.8798092096,7.1785041338
Hamoir,82.8715230854,46.5903337009
Hamois,56.6731935356,55.8909145409
Hamont,82.7621278316,-45.5403313603
Hamont-Achel,81.4699087008,-45.560314002
Hampteau,78.6657046832,65.0036655917
Han-Sur-Lesse,58.6581397762,79.5192264729
Handzame,-95.1128094251,-20.6693189074
Haneffe,67.882628589,23.0444736181
Hannut,50.9581045504,19.309351612
Hannêche,48.9607045981,29.5809989697
Hanret,41.5619439529,29.1496945821
Hansbeke,-57.3310441927,-25.4223779002
Hantes-Wihéries,-12.1613546787,59.7491402076
Hanzinelle,14.6647121025,60.9324693538
Hanzinne,13.4609117729,59.4518598468
Harchies,-46.1732411756,40.634561085
Harelbeke,-70.8034484613,1.9145286374
Haren,4.2710178447,-5.048330851
Haren,73.3612373754,6.1313772231
Hargimont,67.1986988072,73.2625997626
Harmignies,-23.4275084958,48.5449034843
Harnoncourt,80.5444821546,143.8198135834
Harre,91.7081156137,54.7026379344
Harsin,69.8715389688,74.2265866438
Harveng,-25.5959207123,49.947705197
Harzé,92.3032135962,44.8810594189
Hasselt,69.1192503823,-9.3203977635
Hastière,33.0361671058,71.6440812168
Hastière-Lavaux,33.1546080643,69.5409491273
Hastière-Par-Delà,33.5224731675,69.7015026978
Hatrival,69.9107172934,92.6531828207
Haulchin,-19.0532808306,51.2405284572
Hauset,120.6181058247,15.3719213384
Haut-Fays,46.6751082166,93.040188819
Haut-Ittre,-3.874686391,21.9281635554
Haut-Le-Wastia,34.3802006353,59.7979144985
Hautrage,-41.1633480005,40.3101897963
Havay,-25.7863888314,53.6604661429
Havelange,62.2954304528,50.8067325541
Haversin,60.140833086,65.5302695881
Havinnes,-62.170703899,25.5904278357
Havre,-21.4950432487,42.2992772785
Hechtel,69.4508334704,-30.0999028364
Heer,33.681150995,75.5508643001
Heers,66.6574499724,10.6081257176
Hees,88.4587001731,0.0544490229
Heestert,-65.9295007048,7.1515944837
Heffen,4.2643793561,-22.8722709338
Heikruis,-16.7714872163,12.3986668655
Heindonk,3.8561883393,-24.5568878106
Heinsch,97.8587828128,125.7928056637
Heist-Op-Den-Berg,25.7970431354,-24.0531219012
Hekelgem,-16.8291047843,-7.4773704297
Heks,70.5172305936,8.6380409407
Helchin,-67.9145872689,12.9355913247
Helchteren,72.4620207953,-25.3720381196
Heldergem,-27.8469062995,-3.903696069
Helen-Bos,51.1148679682,1.1686004718
Hellebecq,-32.478494302,20.3388268348
Hemelveerdegem,-34.226213061,4.1898367027
Hemiksem,-0.676464571,-33.181649763
Hemptinne,44.572297242,27.2103830651
Hemptinne-Lez-Florennes,14.8343632286,68.2543251267
Hendrieken,68.5550299083,5.4766296344
Henis,78.4407660933,5.2377329678
Hennuyères,-12.6381038111,23.0462768688
Henri-Chapelle,110.8629275214,18.826806581
Henripont,-11.6184430104,27.3685417429
Hensies,-46.7961723267,45.7705731951
Heppen,61.3802121816,-30.008353363
Heppenbach,130.9915775871,53.4391803419
Heppignies,9.9522907408,40.3852229187
Herbeumont,62.1686902566,117.0221971069
Herchies,-34.65903047,35.2520210166
Herderen,85.7931708664,4.381895069
Herdersem,-19.8544063503,-14.1241341343
Herent,22.523116444,-6.8246119656
Herentals,33.8844523904,-37.8071265747
Herenthout,28.2541531963,-32.626100311
Herfelingen,-17.8358340395,10.9702930048
Hergenrath,117.8711958972,15.2488628208
Herk-De-Stad,58.7066697434,-8.4224592522
Hermalle-Sous-Argenteau,93.2571889609,15.0919636915
Hermalle-Sous-Huy,70.9024677476,32.0775836649
Hermeton-Sur-Meuse,32.7811089721,71.7151034051
Hermée,88.8886163333,15.2904440074
Herne,-22.850661947,13.6789211869
Herquegies,-54.2449512879,23.4627335813
Herseaux,-78.4052431962,13.7435171579
Herselt,38.596754006,-23.2598731721
Herstal,90.4170059949,19.5613399977
Herstappe,75.3814609469,13.2259066883
Hertain,-74.6297198278,25.7655973978
Herten,68.796335507,2.167457211
Hertsberge,-76.5087319904,-29.3535050881
Herve,101.1611493307,22.9895128929
Herzele,-32.5762167599,-4.6408192645
Heule,-78.1248711625,-0.512993432
Heure,66.2758822783,60.982221039
Heure-Le-Romain,89.6567893357,12.7477289493
Heurne,-49.8930911905,-4.5936563878
Heusden,-38.6845471914,-20.2833387756
Heusden,65.3806624223,-21.7113849252
Heusden-Zolder,64.7839626975,-19.6825710263
Heusy,106.3541366243,29.7524876126
Heuvelland,-105.6601729368,8.7610177363
Hever,14.2870945152,-16.2523838052
Heverlee,23.9555915491,-0.5747443154
Heyd,84.928069398,55.2779322438
Hillegem,-34.9496053827,-5.4754579976
Hingene,-4.1122301243,-28.5876221355
Hingeon,46.1035705518,35.66565904
Hives,86.0630340287,76.7584799677
Hoboken,-0.0383632457,-36.7137359873
Hodeige,69.5275569274,16.7017578299
Hodister,80.2467858236,71.2813926966
Hody,80.6362817962,39.8107647405
Hoegaarden,37.1467864548,6.5260417244
Hoeilaart,8.6095490857,8.7792052528
Hoeke,-71.6641379374,-49.9265936206
Hoelbeek,84.5060254723,-4.0799363829
Hoeleden,45.5887096942,-2.2509452762
Hoepertingen,65.5014638396,3.8842418376
Hoeselt,79.6219392565,-0.3913275072
Hoevenen,3.7187554916,-51.3765878136
Hofstade,-22.5809075971,-13.3814095596
Hofstade,10.7035730527,-16.39917001
Hogne,65.0937619313,66.0256928868
Hognoul,77.4545373693,18.3854077543
Hollain,-64.8654345286,33.712500916
Hollange,93.7681770303,103.4312906287
Hollebeke,-99.1615462992,4.5438256788
Hollogne-Aux-Pierres,78.8679669936,23.0578265085
Hollogne-Sur-Geer,59.8389340659,18.7983296544
Holsbeek,28.3476417555,-8.3589118673
Hombeek,4.875824712,-18.3794017267
Hombourg,110.0875910038,13.6847452197
Hompré,93.664246421,99.3628912143
Hondelange,104.0722026865,132.9021665562
Honnay,46.3507854993,85.9526347248
Honnelles,-43.5478584257,54.6573567378
Hooglede,-90.0158080964,-15.0925146281
Hoogstade,-116.5642788348,-14.8573647397
Hoogstraten,27.5292729035,-61.3888359176
Horebeke,-46.2830723885,1.2993421437
Horion-Hozémont,72.7559378735,25.670980914
Hornu,-36.7710256185,45.6689614962
Horpmaal,68.8376283154,9.7999446996
Horrues,-21.7774653653,26.2926185283
Hotton,76.8014015822,63.8076468824
Houdemont,86.4839554518,123.8236599345
Houdeng-Aimeries,-13.9798070722,40.1768365668
Houdeng-Goegnies,-13.6230766397,39.6926939792
Houdremont,41.5987157292,99.5528963478
Houffalize,100.8221487739,78.7612468307
Hour,48.0989568617,75.5937306855
Housse,94.1772832137,18.5165081719
Houtain-Le-Val,4.1631847334,29.945448393
Houtain-Saint-Simon,88.3142090526,11.918694511
Houtaing,-47.1288442931,22.9300710199
Houtave,-87.3177221252,-43.7712301349
Houtem,-122.6000409863,-17.8497883658
Houthalen,74.4035754102,-21.1567829928
Houthalen-Helchteren,71.5374456723,-20.2217260812
Houthem,-97.3593784493,6.6333484305
Houthulst,-98.7797505217,-14.1896298589
Houtvenne,31.5444634375,-22.2155754956
Houwaart,35.7055101587,-9.7418822586
Houx,38.3220915596,60.0310471223
Houyet,45.8464557806,72.4432006012
Hove,8.8186311188,-33.6738862463
Hoves,-22.1613273489,19.392946864
Howardries,-69.9868400508,36.489040729
Huccorgne,57.0460822205,30.9069415995
Huise,-53.3874343053,-5.8112534477
Huissignies,-41.9852508757,31.1022675598
Huizingen,-5.5036567525,10.7943855433
Huldenberg,16.2187136117,5.716003694
Hulshout,30.6500999877,-25.4910208004
Hulsonniaux,41.8253873145,71.1807912276
Hulste,-73.8571546996,-3.9472217981
Humain,63.3944091188,70.7711310149
Humbeek,1.8286208108,-14.0497978255
Hundelgem,-41.8452080106,-4.7352519673
Huppaye,37.9205558297,17.0625036133
Huy,62.0263811668,35.9913900701
Hyon,-27.3457057951,45.0659035079
Hélécine,44.2399690683,10.5628363958
Hérinnes-Lez-Pecq,-69.4137545591,16.1626304508
Héron,52.3042771153,32.7590235371
Hévillers,18.5984923278,24.8833648526
Ichtegem,-92.7590886946,-26.8351570419
Iddergem,-21.5849891702,-3.1259104551
Idegem,-29.6199218269,4.6908522952
Ieper,-102.451567771,-0.5834960748
Impe,-28.0320912384,-12.6809816467
Incourt,31.379634911,17.1683080264
Ingelmunster,-76.474772372,-8.3863141119
Ingooigem,-64.8654741161,1.8631316609
Irchonwelz,-41.9581473893,25.0965112254
Isières,-37.4332824339,20.2689610539
Isnes,27.2925582649,37.2073380836
Itegem,26.6753133455,-28.6899794991
Itterbeek,-7.1269119052,0.7731114243
Ittre,-6.3517041958,22.2011586072
Ivoz-Ramet,77.2236841434,29.2843802157
Ixelles,2.0959912519,2.6964174334
Izegem,-80.1690381044,-7.4799465974
Izel,71.7813489849,126.5267857806
Izenberge,-118.6339700457,-15.9261873337
Izier,86.1325502966,51.0489267837
Jabbeke,-88.5021521246,-37.704952063
Jalhay,113.1748135129,31.8278023693
Jallet,58.2667494362,44.6223504155
Jamagne,12.6002796084,69.3704891957
Jambes,36.963488049,42.9010538092
Jamiolle,10.959666218,70.0123988192
Jamioulx,4.2845328762,54.5714555354
Jamoigne,74.9874816382,126.3290639854
Jandrain-Jandrenouille,44.0312869573,19.1381603697
Jauche,42.3434687374,18.2970570514
Jauchelette,34.50624623,17.7432225965
Javingue,39.7859183733,82.0963313273
Jehay,67.9573578754,30.0345515432
Jehonville,59.6732681275,103.4205708738
Jemappes,-32.4328189989,44.0538461846
Jemelle,63.9006191726,75.4709351868
Jemeppe-Sur-Meuse,80.9145433207,25.4650787937
Jemeppe-Sur-Sambre,21.2521082554,42.4478027594
Jeneffe,62.6894027454,54.1912058823
Jeneffe,70.4599926331,21.438867704
Jesseren,72.8853021194,4.5190562297
Jette,-1.7966110388,-3.4688147119
Jeuk,60.1877082821,12.650275713
Jodoigne,36.432516194,13.8423850635
Jodoigne-Souveraine,34.2997952628,15.3608753296
Jollain-Merlin,-66.4847365921,33.2932920382
Joncret,11.2889002583,54.5784710732
Julémont,99.641705293,17.8505745756
Jumet,5.9164795347,44.4682679731
Jupille-Sur-Meuse,89.6968657307,22.5492197858
Juprelle,82.6064800357,15.0754990352
Jurbise,-30.8977709866,34.7808647328
Juseret,84.0283290707,106.2557723185
Kaaskerke,-106.1540072314,-21.0726999401
Kachtem,-81.5740504295,-10.3809681014
Kaggevinne,47.5867544756,-14.5929794501
Kain,-68.1120785799,23.1334959273
Kalken,-30.389091239,-21.2070259473
Kallo,-6.5177560213,-46.7320208051
Kallo,-5.1686060834,-45.2450737365
Kalmthout,8.7441544147,-59.9869392464
Kampenhout,15.3981260847,-11.4232410598
Kanegem,-66.5231878526,-19.4653431121
Kanne,92.4397483735,3.5985280792
Kapelle-Op-Den-Bos,0.5806236122,-18.5496172352
Kapellen,5.5803033795,-54.3114001531
Kapellen,42.7411819829,-4.5343822528
Kaprijke,-51.2020754121,-42.667521605
Kaster,-59.924313894,3.8173355615
Kasterlee,43.2277103328,-43.9942124737
Kaulille,81.7793890378,-38.7436433044
Keerbergen,19.2845269624,-17.6278540682
Keiem,-103.1545079796,-26.7023377766
Kemexhe,73.9742266057,16.6831494466
Kemmel,-106.1778532039,5.7022842457
Kemzeke,-19.2659481294,-40.1551233413
Kerkhove,-59.3428016119,5.077467001
Kerkom,35.967638816,-1.1601612302
Kerkom-Bij-Sint-Truiden,58.0298372661,8.1297455056
Kerksken,-26.1326113443,-4.2260609187
Kermt,63.0951667296,-11.7802326333
Kerniel,70.8595227432,2.536900366
Kersbeek-Miskom,45.9429425501,-5.1737053741
Kessel,20.1819309131,-33.2174989473
Kessel Lo,26.5958306017,-4.8202434277
Kessenich,102.2416286649,-33.7400104734
Kester,-16.1661456174,9.2624296033
Kettenis,118.8612765016,22.22384116
Keumiée,17.1411624928,42.1701634186
Kieldrecht,-10.7598900345,-51.068892118
Kinrooi,97.5079642589,-33.0611757369
Klein-Gelmen,64.8782600976,8.3499872718
Kleine-Brogel,77.9261373437,-36.3585598207
Kleine-Spouwen,83.891738164,0.9546640576
Klemskerke,-93.1617759889,-44.1880424709
Klerken,-100.7651496963,-16.0133244988
Kluisbergen,-58.2656338643,7.5794358425
Kluizen,-43.4360907483,-34.3562860557
Knesselare,-65.9070068458,-32.6290636494
Knokke,-72.1489572507,-56.1837779357
Knokke-Heist,-75.8787955386,-55.080411575
Kobbegem,-7.1586109866,-6.9614727828
Koekelare,-97.0672645738,-27.2539381787
Koekelberg,-1.8234058135,-1.7455609032
Koersel,64.5111144744,-24.8653901741
Koksijde,-120.4224386141,-29.2576496615
Kolmont,75.0015490702,4.8665615657
Koningshooikt,17.6587184804,-27.451307282
Koninksem,76.4785031485,8.7400124343
Kontich,6.590918186,-32.0820266562
Kooigem,-71.9576795102,11.8645139922
Koolkerke,-77.4808971411,-44.1291362091
Koolskamp,-80.6918229978,-17.9180966282
Korbeek-Dijle,19.5222962985,-0.0503186458
Korbeek-Lo,28.3790626509,-1.6897429802
Kortemark,-91.7420528551,-20.2584392605
Kortenaken,50.2846145386,-6.5727585688
Kortenberg,12.9640475431,-4.0807871284
Kortessem,71.9370609895,-1.7110185251
Kortijs,55.9086237914,15.6752508484
Kortrijk,-75.3033224746,3.1855780653
Kortrijk-Dutsel,30.4332624673,-8.0016386
Kozen,62.4258541411,-3.1938912914
Kraainem,8.2398036475,-1.5618414472
Krombeke,-117.786898172,-6.4510337241
Kruibeke,-2.987929592,-36.2040102031
Kruishoutem,-56.9187753384,-8.1774340897
Kumtich,37.5142868373,2.4447752889
Kuringen,66.8994939984,-10.832403909
Kuttekoven,68.7119921429,3.6072894393
Kuurne,-75.6389184539,-1.4997008822
Kwaadmechelen,54.7872441333,-27.8628932621
Kwaremont,-58.1362485699,7.9353571711
L'ecluse,33.6994561971,8.3060872208
L'escaillère,5.6106251466,98.9854116905
La Bouverie,-33.2740654701,48.5111722476
La Bruyère,96.4725478851,47.9119000293
La Calamine,116.5838609809,14.5432946779
La Glanerie,-73.7173293359,35.0750292211
La Gleize,104.8380603509,47.9713216844
La Hestre,-8.1303162271,41.248880567
La Hulpe,8.9777018521,12.7689674486
La Louvière,-11.6769368664,40.6298752164
La Reid,100.9536038401,39.5302554691
La Roche-En-Ardenne,85.4889556593,73.2265269975
Laakdal,45.9984121118,-26.0356848994
Laar,6.2685038684,-47.1291343095
Laarne,-35.1666998883,-20.3862959738
Labuissière,-11.008449687,58.8262206295
Lacuisine,67.8158977428,124.0288656113
Ladeuze,-40.7215113579,30.8634194628
Laeken,-0.2093346154,-4.0947271413
Laforet,40.5386136922,108.063642358
Lahamaide,-43.9930698487,16.7496851864
Lamain,-74.2719860822,27.5177755439
Lambermont,58.8870425053,125.3114316387
Lambusart,14.4689606041,43.3592093868
Lamine,68.918559901,17.4700375752
Lamontzée,51.7954500281,29.1241139731
Lamorteau,79.1295089717,144.6932270098
Lampernisse,-110.9533891522,-21.499689984
Lanaken,91.1838880209,-4.7493883813
Lanaye,94.2090735053,7.317877243
Landegem,-53.5255516654,-23.1737913991
Landelies,-0.1442946675,51.8269973414
Landen,51.0356341236,10.7942358418
Landenne,50.0204558263,36.7956982141
Landskouter,-39.2113777853,-13.678862066
Laneffe,10.0558424765,62.8155313231
Langdorp,37.4665154216,-18.4019670731
Langemark,-100.9995256022,-7.0674311308
Langemark-Poelkapelle,-99.4776881559,-7.305732671
Lanklaar,92.8282150565,-18.289520474
Lanquesaint,-38.4094990753,21.4168899726
Lantin,82.2153633265,17.593420022
Lantremange,66.164121617,14.9927206893
Laplaigne,-63.8358484667,35.8343484535
Lapscheure,-70.1130009059,-48.6305232264
Lasne,9.3117770535,17.8102763158
Lasne-Chapelle-Saint-Lambert,10.4394729263,17.0636776299
Lathuy,33.1812484831,13.710601408
Latinne,56.9396117557,24.6495285663
Latour,85.5108469762,141.2348976547
Lauw,74.5879876153,11.8369745063
Lauwe,-81.2332194397,6.4151313802
Lavacherie,81.5243472073,87.5167146858
Lavoir,54.3079916257,32.9917890012
Le Mesnil,22.4238445754,89.860059788
Le Roeulx,-16.8003728113,37.9922863838
Le Roux,19.0898000246,50.6475890899
Lebbeke,-15.5005491024,-17.1235754454
Lede,-26.2512665947,-13.2980711094
Ledeberg,-42.8188918126,-21.2284488079
Ledegem,-86.582211495,-2.4924495447
Leefdaal,16.7551440835,0.5076427209
Leerbeek,-16.3079004293,7.6842686273
Leernes,-1.4672156265,49.6682140395
Leers-Et-Fosteau,-7.5023965751,59.9250770402
Leers-Nord,-75.8663207783,17.6381940244
Leest,4.4418565818,-20.988629412
Leeuwergem,-36.6538344373,-4.6143099046
Leffinge,-103.4198597272,-36.5899285002
Leignon,53.2222244184,63.8148256549
Leisele,-121.3304441016,-15.3492186116
Leke,-101.9014663007,-28.3138913805
Lembeek,-9.6369937095,15.2303046299
Lembeke,-50.3105947921,-38.7797886507
Lemberge,-40.6271718607,-14.6250727079
Lendelede,-78.5589629859,-4.2809052526
Lennik,-13.1086295958,4.2202258772
Lens,-31.6535393905,32.0675891092
Lens-Saint-Remy,54.8109040769,21.4193024371
Lens-Saint-Servais,56.7758051038,20.2783473858
Lens-Sur-Geer,70.3087589679,13.8834455562
Leopoldsburg,64.001233199,-30.7048396461
Les Avins,66.4894195828,47.6885535509
Les Bons Villers,5.1612259843,34.5103116707
Les Bulles,75.3979489596,125.5380375399
Les Hayons,55.7060347769,113.5655319486
Les Waleffes,60.7839006612,22.8760605247
Lesdain,-67.607915245,36.1290548562
Lessines,-36.5952423548,14.8969993108
Lessive,55.7162771089,78.1451214967
Lesterny,65.1258188377,81.1035636185
Lesve,29.6863089933,51.8789371996
